공고명,회사명,등록일,지원마감일,근무지역,경력,학력,근무형태,"급여(월급,연봉)",직무분야,링크
"[서울] 데이터분석(시계열 데이터 분석, Data Scientist)",(주)인터엑스,수정일 23/09/22,상시채용,서울전체,경력 2~5년,학력무관,정규직,,"데이터분석가, SE(시스템엔지니어), 데이터마이닝, 데이터시각화, 딥러닝 외 수정일 23/09/22",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45410526&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
"[서울] 데이터분석(이미지 및 영상 데이터 분석가, Data Scientist)",(주)인터엑스,수정일 23/09/22,상시채용,서울전체,경력 2~5년,학력무관,정규직,,"데이터분석가, SE(시스템엔지니어), 데이터마이닝, 데이터시각화, 딥러닝 외 수정일 23/09/22",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45410472&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
[외국계 SI솔루션 업체]Senior Growth Data Scientist (5년이상),(주)라온서치,등록일 23/10/12,~ 10/20(금),서울 강남구,경력5년↑,대졸↑,정규직,,"데이터분석가, 머신러닝, 빅데이터, 리서치, Python 외 등록일 23/10/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46752170&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
Data-centric 기반 딥러닝 연구/개발(Data Scientist),(주)에이모,등록일 23/08/03,상시채용,경기전체,경력 4~10년,대졸↑,정규직,,"데이터분석가, SE(시스템엔지니어), 데이터마이닝, 데이터시각화, 딥러닝 외 등록일 23/08/03",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46282278&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
Data Scientist 경력 채용,(주)피에트,수정일 23/09/15,상시채용,서울 강남구,경력 4~10년,학력무관,정규직,,"데이터분석가, SE(시스템엔지니어), 데이터마이닝, 데이터시각화, 딥러닝 외 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46129022&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
Data Scientist,디플래닉스(주),등록일 23/08/09,상시채용,서울 서초구,경력 5~10년,학력무관,정규직,,"데이터분석가, SE(시스템엔지니어), 데이터마이닝, 데이터시각화, 딥러닝 외 등록일 23/08/09",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46323355&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
[eMoldino] AI Data Scientist,(주)이몰디노,등록일 23/10/06,상시채용,서울 중구,신입·경력,대졸↑,정규직,,"데이터분석가, SE(시스템엔지니어), 데이터마이닝, 데이터시각화, 딥러닝 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46712383&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
[물류대기업] Data Scientist (경력8년 - 15년),파워에이치알,수정일 23/10/13,~ 11/03(금),서울 종로구,경력 12~19년,대졸↑,정규직,,"데이터분석가, 데이터엔지니어, 데이터라벨링, 데이터마이닝, 데이터시각화 외 수정일 23/10/13",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46679906&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
[업계 최고 대우] Data Scientist 모집합니다 :),(주)와이리,등록일 23/09/11,채용시,서울 중구,경력무관,대졸↑,정규직,,"데이터분석가, 딥러닝, 머신러닝, 모델링, 빅데이터 외 등록일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46552234&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
[금융대기업계열사] Data Scientist 경력직 채용,휴먼인써치,수정일 23/10/12,~ 11/05(일),서울 서초구,경력5년↑,대졸↑,정규직,,"데이터분석가, IT컨설팅, 데이터마이닝, 데이터시각화, 딥러닝 외 수정일 23/10/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46707594&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
헬스케어 플랫폼 기업 - Data Scientist,피앤오파트너스,등록일 23/10/11,~ 11/10(금),서울 강남구,경력 3~7년,대졸↑,정규직,,"데이터분석가, 딥러닝, 머신러닝, 빅데이터, AI(인공지능) 외 등록일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46738131&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=9282315d-0191-4fa5-b7c6-57cc86a8a67c
[태양광대기업] 데이터사이언티스트 부문,(주)에이스파트너스서치펌,등록일 23/10/06,~ 11/05(일),충북 진천군,경력 3~13년,대졸↑,정규직,,"솔루션, MES, FA(공장자동화), 제조, 딥러닝 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46707648&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
데이터 사이언티스트,(주)베이글코드,수정일 23/10/04,~ 10/31(화),서울 강남구,경력3년↑,학력무관,,,"머신러닝, 모델링, AI(인공지능), Python, Spark 외 수정일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46682575&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[국내 코스닥 상장업체] 데이터사이언티스트 팀장,(주)휴먼트리월드와이드,등록일 23/10/03,~ 11/02(목),서울 강남구,경력 8~15년,대졸↑,정규직,,"데이터마이닝, 데이터시각화, 딥러닝, 머신러닝, 빅데이터 외 등록일 23/10/03",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46675187&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[GfK] Retail Service Group 신입 정규직 채용,지에프케이리테일앤테크놀로지코리아리미티드,등록일 23/09/18,채용시,서울 용산구,신입,초대졸↑,정규직,,"리서치, 컨설턴트, 연구소, 컨설팅, 조사분석 외 등록일 23/09/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46602120&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[SK아이이테크놀로지] DT기획원 경력채용,SK이노베이션(주),등록일 23/10/04,~ 10/29(일),서울 종로구,경력5년↑,대졸↑,정규직,,"기술지원, 유지보수, 정보보안, 딥러닝, 챗봇 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46691221&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[Tech] Data Engineer,(주)루센트블록,등록일 23/10/04,~ 12/03(일),대전 유성구,경력무관,학력무관,정규직,,"데이터엔지니어, S/W, ETL, Java, Python 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46679108&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[비파괴검사 자동평가 솔루션] 데이터 분석가 신입/경력 채용,(주)딥아이,수정일 23/10/06,~ 11/05(일),부산 기장군,경력무관,학력무관,정규직,"4,000 만원","데이터분석가, 데이터엔지니어, 데이터마이닝, 데이터시각화, 딥러닝 외 수정일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46710692&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[데이터사이언스 전문가 양성사업]AI 데이터 분석 및 IT인력모집,(주)에스디테크,등록일 23/09/12,채용시,전남 순천시,경력무관,학력무관,정규직,,"데이터분석가, 빅데이터, 딥러닝, 머신러닝, 모델링 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46566956&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[윌로그] 데이터 분석가(Data Analyst) 경력직 채용,주식회사 윌로그,수정일 23/09/15,상시채용,서울 강남구,경력3년↑,학력무관,정규직,,"데이터분석가, 데이터엔지니어, 빅데이터, 데이터분석, IoT 외 수정일 23/09/15",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46535318&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
MLOps Engineer(전문연구요원 가능),(주)원프레딕트,수정일 23/05/31,상시채용,서울 강남구,경력 5~7년,학력무관,정규직,,"데이터분석가, 웹개발, SE(시스템엔지니어), 데이터마이닝, 데이터시각화 외 수정일 23/05/31",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43887320&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[쿠팡CFS] Data Analyst (데이터 분석가),쿠팡풀필먼트서비스(유),수정일 23/10/05,~ 10/31(화),서울 송파구,경력3년↑,학력무관,정규직,,"데이터마이닝, MySQL, NoSQL, PostgreSQL, SQL 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46689621&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[토스뱅크] CSS Modeler (신용평가모형 개발/운영),(주)비바리퍼블리카,등록일 23/08/24,상시채용,서울 강남구,경력3년↑,학력무관,정규직,,"데이터엔지니어, 빅데이터, 알고리즘, CSS, Python 외 등록일 23/08/24",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46430369&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
Data Engineer,디플래닉스(주),등록일 23/08/09,상시채용,서울 서초구,경력 3~8년,학력무관,정규직,,"백엔드/서버개발, 웹개발, SE(시스템엔지니어), 데이터마이닝, 데이터시각화 외 등록일 23/08/09",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46323332&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[경력] Database Engineer,에이플랫폼(주),등록일 23/09/26,채용시,서울 마포구,경력3년↑,초대졸↑,정규직,,"기술지원, 데이터엔지니어, 빅데이터, DBMS, DW 외 등록일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46657637&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[광고사업부] 퍼포먼스 마케터(AE) 채용,매드업,등록일 23/10/04,~ 10/31(화),서울 서초구,경력 1~5년,대졸↑,정규직,,"AE(광고기획자), 미디어플래너, 온라인마케팅, 키워드광고, 광고기획 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46678838&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[서울대병원 1호 스타트업] 각 부문별 신입/경력 인재 모집(수시채용),메디컬아이피(주),수정일 23/10/05,~ 10/20(금),서울 종로구,신입·경력,학력무관,정규직·전문연구요원,,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 프론트엔드, QA/테스터 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46688277&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
"AI, 머신러닝 데이터분석가 등 신입 및 경력 채용",(주)에이아이더뉴트리진,수정일 23/10/10,~ 10/31(화),서울 강남구,신입·경력,대졸↑,정규직,,"데이터분석가, 머신러닝, 빅데이터, AI(인공지능), Python 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46724313&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
[뷰티테크기업] 에이피알 각 부문별 IT/개발직군 모집,(주)에이피알,수정일 23/10/11,상시채용,서울 송파구,경력무관,대졸↑,정규직,,"데이터분석가, 데이터엔지니어, 웹개발, 퍼블리셔, 프론트엔드 외 수정일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46733676&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%82%AC%EC%9D%B4%EC%96%B8%ED%8B%B0%EC%8A%A4%ED%8A%B8&searchType=search&paid_fl=n&search_uuid=ad3c9cf2-c2eb-4a29-84ac-899ed1798c81
